"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
4.85,0.3260215,0.222664166667,-1.5220625
4.9,0.335111,0.138629166667,-1.75978055556
4.95,0.3400845,0.0443041666667,-1.84171944444
5,0.33957,-0.049735,-1.71547638889
5.05,0.334768,-0.128910833333,-1.49490833333
5.1,0.326536,-0.197796666667,-1.32531388889
5.15,0.314874,-0.260394166667,-1.209075
5.2,0.300468,-0.31899,-1.07520972222
5.25,0.2828035,-0.3695825,-0.810813888889
5.3,0.263424,-0.406169166667,-0.242481944444
5.35,0.2413005,-0.398165833333,0.487345833333
5.4,0.2227785,-0.350145833333,0.905138888889
5.45,0.206486,-0.301268333333,1.01470833333
5.5,0.1925945,-0.250675833333,1.18049166667
5.55,0.1812755,-0.187220833333,1.49729027778
5.6,0.173215,-0.0980408333333,1.67688888889
5.65,0.1716715,-0.0134341666667,1.59876111111
5.7,0.172186,0.0603108333333,1.50681805556
5.75,0.177331,0.138629166667,1.39010277778
5.8,0.1867635,0.197796666667,1.329125
5.85,0.196539,0.270684166667,1.21812638889
5.9,0.214032,0.329565833333,0.738879166667
5.95,0.2306675,0.342428333333,0.320609722222
6,0.247989,0.3541475,0.204847222222
6.05,0.266168,0.364723333333,0.0219138888889
6.1,0.2845185,0.363294166667,-0.494015277778
6.15,0.3033835,0.31899,-1.15190833333
6.2,0.3171035,0.240671666667,-1.49205
6.25,0.327222,0.164068333333,-1.53159027778
6.3,0.3335675,0.0877508333333,-1.52730277778
6.35,0.3359685,0.0117191666667,-1.55445694444
6.4,0.334768,-0.0663133333333,-1.64925833333
6.45,0.3294515,-0.152349166667,-1.73500833333
6.5,0.3198475,-0.245530833333,-1.55874444444
6.55,0.304241,-0.312415833333,-1.18477916667
6.6,0.2882915,-0.361293333333,-0.825105555556
6.65,0.268226,-0.400166666667,-0.245816666667
6.7,0.2471315,-0.389590833333,0.464002777778
6.75,0.228781,-0.346715833333,0.855118055556
6.8,0.212317,-0.296695,0.883701388889
6.85,0.1994545,-0.258679166667,0.944679166667
6.9,0.1864205,-0.211516666667,1.35723194444
6.95,0.1771595,-0.120621666667,1.65211666667
7,0.174587,-0.0345858333333,1.483475
7.05,0.1744155,0.0248675,1.372
7.1,0.176645,0.0966116666667,1.48252222222
7.15,0.183848,0.177788333333,1.43488333333
7.2,0.194824,0.243244166667,1.24146944444
7.25,0.2083725,0.2992675,1.07473333333
7.3,0.2244935,0.355576666667,0.672661111111
7.35,0.2447305,0.373298333333,0.0238194444444
7.4,0.262738,0.3507175,-0.358244444444
7.45,0.2793735,0.332995833333,-0.5359375
7.5,0.296352,0.30184,-0.8446375
7.55,0.310072,0.247245833333,-1.12427777778
7.6,0.321048,0.186935,-1.30101805556
7.65,0.328937,0.118049166667,-1.48680972222
7.7,0.333053,0.0380158333333,-1.64687638889
7.75,0.3328815,-0.0491633333333,-1.66450277778
7.8,0.3280795,-0.132340833333,-1.48395138889
7.85,0.319333,-0.199225833333,-1.22241388889
7.9,0.3078425,-0.252105,-1.03566944444
7.95,0.294294,-0.303555,-0.833680555556
8,0.2769725,-0.336425833333,-0.581670833333
8.05,0.26068,-0.362150833333,-0.25725
8.1,0.240443,-0.366724166667,0.218186111111
8.15,0.2231215,-0.336711666667,0.588816666667
8.2,0.207172,-0.307270833333,0.960876388889
8.25,0.191737,-0.246674166667,1.48395138889
8.3,0.1816185,-0.150348333333,1.63830138889
8.35,0.177331,-0.0740308333333,1.40487083333
8.4,0.174587,-0.0148633333333,1.30864027778
8.45,0.1754445,0.0543083333333,1.37152361111
8.5,0.1802465,0.121479166667,1.51205833333
8.55,0.187278,0.203513333333,1.64163611111
8.6,0.2001405,0.295551666667,1.33198333333
8.65,0.2179765,0.343,0.713154166667
8.7,0.2347835,0.3627225,0.202941666667
8.75,0.254506,0.3627225,-0.210563888889
8.8,0.271656,0.338426666667,-0.471625
8.85,0.28812,0.313845,-0.658845833333
8.9,0.3033835,0.2752575,-0.942297222222
8.95,0.315903,0.220091666667,-1.26671805556
9,0.3256785,0.148061666667,-1.53730694444
9.05,0.330995,0.0625975,-1.59780833333
9.1,0.3318525,-0.01715,-1.42440277778
9.15,0.3287655,-0.0777466666667,-1.33293611111
9.2,0.3243065,-0.145203333333,-1.44726944444
9.25,0.314531,-0.224950833333,-1.44679305556
9.3,0.3016685,-0.296695,-1.10474583333
9.35,0.284347,-0.339855833333,-0.529744444444
9.4,0.2670255,-0.348430833333,-1.2952601954E-15
9.45,0.2491895,-0.335854166667,0.32585
9.5,0.23324,-0.312701666667,0.481629166667
9.55,0.2179765,-0.2872625,0.587863888889
9.6,0.2042565,-0.25382,0.715536111111
9.65,0.192766,-0.2186625,0.991365277778
9.7,0.18179,-0.15778,1.39057916667
9.75,0.176645,-0.0766033333333,1.67498333333
9.8,0.1740725,0.0122908333333,1.78741111111
9.85,0.177674,0.106044166667,1.66609074074
9.9,0.1850485,0.184076666667,1.27973935185
9.95,0.1963675,0.235907777778,0.854324074074
10,0.2097445,0.26068,0.585640740741
